name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews
The Day After Tomorrow,2004,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,28 May 2004 (USA),6.4,406360,1223
The Hunger Games: Mockingjay - Part 1,2014,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,21 November 2014 (USA),6.6,401820,611
Back to the Future Part III,1990,PG,1h 58min,Adventure; Comedy; Sci-Fi; ,25 May 1990 (USA),7.4,389699,335
Armageddon,1998,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,1 July 1998 (USA),6.7,387963,1224
A Quiet Place,2018,PG-13,1h 30min,Drama; Horror; Sci-Fi; ,6 April 2018 (USA),7.5,385789,2882
X-Men: Apocalypse,2016,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,27 May 2016 (USA),6.9,381865,830
Transformers: Dark of the Moon,2011,PG-13,2h 34min,Action; Adventure; Sci-Fi; ,29 June 2011 (USA),6.2,378545,939
Unbreakable,2000,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,22 November 2000 (USA),7.3,377965,1496
Transformers: Revenge of the Fallen,2009,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,24 June 2009 (USA),6.0,377753,1494
Terminator 3: Rise of the Machines,2003,R,1h 49min,Action; Sci-Fi; ,2 July 2003 (USA),6.3,369941,1719
Godzilla,2014,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,16 May 2014 (USA),6.4,368278,1634
The Lost World: Jurassic Park,1997,PG-13,2h 9min,Action; Adventure; Sci-Fi; ,23 May 1997 (USA),6.6,367727,653
28 Days Later...,2002,R,1h 53min,Drama; Horror; Sci-Fi; ,27 June 2003 (USA),7.6,367391,1513
Predator,1987,R,1h 47min,Action; Adventure; Sci-Fi; ,12 June 1987 (USA),7.8,362463,783
In Time,2011,PG-13,1h 49min,Action; Sci-Fi; Thriller; ,28 October 2011 (USA),6.7,361536,533
E.T. the Extra-Terrestrial,1982,PG,1h 55min,Sci-Fi; ,11 June 1982 (USA),7.8,359808,610
The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1,356790,1095
Ready Player One,2018,PG-13,2h 20min,Action; Adventure; Sci-Fi; ,29 March 2018 (USA),7.5,348661,1988
2012,2009,PG-13,2h 38min,Action; Adventure; Sci-Fi; ,13 November 2009 (USA),5.8,345451,1174
Face_Off,1997,R,2h 18min,Action; Crime; Sci-Fi; ,27 June 1997 (USA),7.3,341453,609
Terminator Salvation,2009,PG-13,1h 55min,Action; Adventure; Sci-Fi; ,21 May 2009 (USA),6.5,337484,1083
The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6,1223466,1298
The Departed,2006,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5,1150798,2313
Memento,2000,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4,1090298,2254
Shutter Island,2010,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1,1086350,1269
Kill Bill: Vol. 1,2003,R,1h 51min,Action; Crime; Thriller; ,10 October 2003 (USA),8.1,970445,2272
The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961814,1355
Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3,889969,1145
The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888925,2223
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825453,1449
No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1,823139,1824
Joker,2019,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5,822374,10279
Die Hard,1988,R,2h 12min,Action; Thriller; ,20 July 1988 (USA),8.2,763305,912
Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751308,2090
Sin City,2005,R,2h 4min,Crime; Thriller; ,1 April 2005 (USA),8.0,731421,1777
Black Swan,2010,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0,682526,1273
Blade Runner,1982,R,1h 57min,Action; Sci-Fi; Thriller; ,25 June 1982 (USA),8.1,673129,1541
Kill Bill: Vol. 2,2004,R,2h 17min,Action; Crime; Thriller; ,16 April 2004 (USA),8.0,663575,1022
The Imitation Game,2014,PG-13,1h 54min,Biography; Drama; Thriller; ,25 December 2014 (USA),8.0,662299,825
District 9,2009,R,1h 52min,Action; Sci-Fi; Thriller; ,14 August 2009 (USA),7.9,627698,1375
Skyfall,2012,PG-13,2h 23min,Action; Adventure; Thriller; ,9 November 2012 (USA),7.7,617648,1587
Fargo,1996,R,1h 38min,Crime; Drama; Thriller; ,5 April 1996 (USA),8.1,596614,947
The Bourne Ultimatum,2007,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0,595435,882
Now You See Me,2013,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3,581644,760
Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580962,1263
Casino Royale,2006,PG-13,2h 24min,Action; Adventure; Thriller; ,17 November 2006 (USA),8.0,566971,2401
12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641
Argo,2012,R,2h,Biography; Drama; Thriller; ,12 October 2012 (USA),7.7,560357,789
Heat,1995,R,2h 50min,Crime; Drama; Thriller; ,15 December 1995 (USA),8.2,557731,1074
Taken,2008,PG-13,1h 30min,Action; Thriller; ,30 January 2009 (USA),7.8,555825,1056
Jaws,1975,PG,2h 4min,Adventure; Thriller; ,20 June 1975 (USA),8.0,531984,1203
Limitless,2011,PG-13,1h 45min,Sci-Fi; Thriller; ,18 March 2011 (USA),7.4,516619,485
John Wick,2014,R,1h 41min,Action; Crime; Thriller; ,24 October 2014 (USA),7.4,514556,1157
X2: X-Men United,2003,PG-13,2h 14min,Action; Sci-Fi; Thriller; ,2 May 2003 (USA),7.4,501727,1105
Ocean's Eleven,2001,PG-13,1h 56min,Crime; Thriller; ,7 December 2001 (USA),7.7,500923,932
The Bourne Identity,2002,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9,496182,912
Blood Diamond,2006,R,2h 23min,Adventure; Drama; Thriller; ,8 December 2006 (USA),8.0,486643,725
Get Out,2017,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7,465583,1566
Children of Men,2006,R,1h 49min,Drama; Sci-Fi; Thriller; ,5 January 2007 (USA),7.9,452558,1342
Mission: Impossible - Ghost Protocol,2011,PG-13,2h 12min,Action; Adventure; Thriller; ,21 December 2011 (USA),7.4,447114,576
Nightcrawler,2014,R,1h 57min,Crime; Drama; Thriller; ,31 October 2014 (USA),7.9,443662,758
Parasite,2019,R,2h 12min,Comedy; Drama; Thriller; ,8 November 2019 (USA),8.6,442239,2595
The Butterfly Effect,2004,R,1h 53min,Drama; Sci-Fi; Thriller; ,23 January 2004 (USA),7.6,441951,1180
Lucy,2014,R,1h 29min,Action; Sci-Fi; Thriller; ,25 July 2014 (USA),6.4,430676,1137
Rear Window,1954,PG,1h 52min,Mystery; Thriller; ,September 1954 (USA),8.4,428646,838
The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5,427069,1054
The Bourne Supremacy,2004,PG-13,1h 48min,Action; Mystery; Thriller; ,23 July 2004 (USA),7.7,424858,847
Crash,2004,R,1h 52min,Crime; Drama; Thriller; ,6 May 2005 (USA),7.7,413655,1693
The Hurt Locker,2008,R,2h 11min,Drama; Thriller; War; ,31 July 2009 (USA),7.6,411933,973
War of the Worlds,2005,PG-13,1h 56min,Adventure; Sci-Fi; Thriller; ,29 June 2005 (USA),6.5,406710,2838
Split,2016,PG-13,1h 57min,Horror; Thriller; ,20 January 2017 (USA),7.3,404540,986
Quantum of Solace,2008,PG-13,1h 46min,Action; Adventure; Thriller; ,14 November 2008 (USA),6.6,395714,1316
The Da Vinci Code,2006,PG-13,2h 29min,Mystery; Thriller; ,19 May 2006 (USA),6.6,390693,2019
Live Free or Die Hard,2007,PG-13,2h 8min,Action; Thriller; ,27 June 2007 (USA),7.1,382657,824
Training Day,2001,R,2h 2min,Crime; Drama; Thriller; ,5 October 2001 (USA),7.7,378414,711
Mission: Impossible,1996,PG-13,1h 50min,Action; Adventure; Thriller; ,22 May 1996 (USA),7.1,377738,450
Spectre,2015,PG-13,2h 28min,Action; Adventure; Thriller; ,6 November 2015 (USA),6.8,374071,1152
In Time,2011,PG-13,1h 49min,Action; Sci-Fi; Thriller; ,28 October 2011 (USA),6.7,361536,533
Fast & Furious 6,2013,PG-13,2h 10min,Action; Adventure; Thriller; ,24 May 2013 (USA),7.1,361499,492
Die Hard with a Vengeance,1995,R,2h 8min,Action; Adventure; Thriller; ,19 May 1995 (USA),7.6,355455,384
Room,2015,R,1h 58min,Drama; Thriller; ,22 January 2016 (USA),8.1,352682,662
Furious 7,2015,PG-13,2h 17min,Action; Adventure; Thriller; ,3 April 2015 (USA),7.1,351611,739
Collateral,2004,R,2h,Crime; Drama; Thriller; ,6 August 2004 (USA),7.5,350031,890
Ocean's Twelve,2004,PG-13,2h 5min,Crime; Thriller; ,10 December 2004 (USA),6.5,349319,669
The Machinist,2004,R,1h 41min,Drama; Thriller; ,3 December 2004 (USA),7.7,348658,538
Vertigo,1958,PG,2h 8min,Mystery; Romance; Thriller; ,22 May 1958 (UK),8.3,348553,848
John Wick: Chapter 2,2017,R,2h 2min,Action; Crime; Thriller; ,10 February 2017 (USA),7.5,347583,860
The Lives of Others,2006,R,2h 17min,Drama; Mystery; Thriller; ,30 March 2007 (USA),8.4,346768,510
The Town,2010,R,2h 5min,Crime; Drama; Thriller; ,17 September 2010 (USA),7.5,341093,498
The Fast and the Furious,2001,PG-13,1h 46min,Action; Crime; Thriller; ,22 June 2001 (USA),6.8,338840,1059
The Italian Job,2003,PG-13,1h 51min,Action; Crime; Thriller; ,30 May 2003 (USA),7.0,335571,519
The Game,1997,R,2h 9min,Drama; Mystery; Thriller; ,12 September 1997 (USA),7.8,334123,631
Super 8,2011,PG-13,1h 52min,Mystery; Sci-Fi; Thriller; ,10 June 2011 (USA),7.0,332878,924
Mission: Impossible - Rogue Nation,2015,PG-13,2h 11min,Action; Adventure; Thriller; ,31 July 2015 (USA),7.4,332108,536
The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6,328626,1147
Die Hard 2,1990,R,2h 4min,Action; Thriller; ,3 July 1990 (USA),7.2,328030,363
The Equalizer,2014,R,2h 12min,Action; Crime; Thriller; ,26 September 2014 (USA),7.2,322282,613
Mission: Impossible III,2006,PG-13,2h 6min,Action; Adventure; Thriller; ,5 May 2006 (USA),6.9,322182,909
Speed,1994,R,1h 56min,Action; Adventure; Thriller; ,10 June 1994 (USA),7.2,320047,439
The Expendables,2010,R,1h 43min,Action; Adventure; Thriller; ,13 August 2010 (USA),6.5,319722,769
The Devil's Advocate,1997,R,2h 24min,Drama; Mystery; Thriller; ,17 October 1997 (USA),7.5,319323,473
Flight,2012,R,2h 18min,Drama; Thriller; ,2 November 2012 (USA),7.3,317752,573
Ocean's Thirteen,2007,PG-13,2h 2min,Action; Crime; Thriller; ,8 June 2007 (USA),6.9,312813,316
Mulholland Drive,2001,R,2h 27min,Drama; Mystery; Thriller; ,19 October 2001 (USA),8.0,309859,1922
Jackie Brown,1997,R,2h 34min,Crime; Drama; Thriller; ,25 December 1997 (USA),7.5,306881,536
Mission: Impossible II,2000,PG-13,2h 3min,Action; Adventure; Thriller; ,24 May 2000 (USA),6.1,306425,1490
The Rock,1996,R,2h 16min,Action; Adventure; Thriller; ,7 June 1996 (USA),7.4,305379,466
Shooter,2007,R,2h 4min,Action; Drama; Thriller; ,23 March 2007 (USA),7.2,303822,374
Jack Reacher,2012,PG-13,2h 10min,Action; Thriller; ,21 December 2012 (USA),7.0,300121,527
The Island,2005,PG-13,2h 16min,Action; Sci-Fi; Thriller; ,22 July 2005 (USA),6.8,296267,948
Total Recall,1990,R,1h 53min,Action; Sci-Fi; Thriller; ,1 June 1990 (USA),7.5,292730,459
Eyes Wide Shut,1999,R,2h 39min,Drama; Mystery; Thriller; ,16 July 1999 (USA),7.4,291877,1626
Fifty Shades of Grey,2015,R,2h 5min,Drama; Romance; Thriller; ,13 February 2015 (USA),4.1,291813,1542
Salt,2010,PG-13,1h 40min,Action; Mystery; Thriller; ,23 July 2010 (USA),6.4,289816,580
North by Northwest,1959,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3,289251,602
The Expendables 2,2012,R,1h 43min,Action; Adventure; Thriller; ,17 August 2012 (USA),6.6,287241,508
Taken 2,2012,PG-13,1h 32min,Action; Thriller; ,5 October 2012 (USA),6.3,284295,505
Chinatown,1974,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2,284180,536
The Transporter,2002,PG-13,1h 32min,Action; Crime; Thriller; ,11 October 2002 (USA),6.8,279982,473
The Bourne Legacy,2012,PG-13,2h 15min,Action; Adventure; Thriller; ,10 August 2012 (USA),6.7,279239,559
Bridge of Spies,2015,PG-13,2h 22min,Drama; History; Thriller; ,16 October 2015 (USA),7.6,279001,465
Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3,1219382,1856
Saving Private Ryan,1998,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6,1194206,2588
Full Metal Jacket,1987,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3,652866,844
Pan's Labyrinth,2006,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2,603272,1271
Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585990,1183
Casablanca,1942,PG,1h 42min,Drama; Romance; War; ,23 January 1943 (USA),8.5,506227,1292
Fury,2014,R,2h 14min,Action; Drama; War; ,17 October 2014 (USA),7.6,411964,929
The Hurt Locker,2008,R,2h 11min,Drama; Thriller; War; ,31 July 2009 (USA),7.6,411933,973
The Last Samurai,2003,R,2h 34min,Action; Drama; War; ,5 December 2003 (USA),7.7,389279,1030
Platoon,1986,R,2h,Drama; War; ,6 February 1987 (USA),8.1,370941,603
Tropic Thunder,2008,R,1h 47min,Action; Comedy; War; ,13 August 2008 (USA),7.0,369926,629
Black Hawk Down,2001,R,2h 24min,Drama; History; War; ,18 January 2002 (USA),7.7,356187,1153
1917,2019,R,1h 59min,Drama; War; ,10 January 2020 (USA),8.3,339629,2745
The Deer Hunter,1978,R,3h 3min,Drama; War; ,23 February 1979 (USA),8.1,302090,1138
Enemy at the Gates,2001,R,2h 11min,Drama; History; War; ,16 March 2001 (USA),7.6,236664,706
Jojo Rabbit,2019,PG-13,1h 48min,Comedy; Drama; War; ,8 November 2019 (USA),7.9,234610,1334
Grave of the Fireflies,1988,Not Rated,1h 29min,Animation; Drama; War; ,26 July 1989 (USA),8.5,221961,707
The Bridge on the River Kwai,1957,PG,2h 41min,Adventure; Drama; War; ,14 December 1957 (USA),8.1,197254,327
The Great Dictator,1940,Passed,2h 5min,Comedy; Drama; War; ,7 March 1941 (USA),8.4,195477,260
The Boy in the Striped Pajamas,2008,PG-13,1h 34min,Drama; War; ,26 November 2008 (USA),7.8,184484,482
The English Patient,1996,R,2h 42min,Drama; Romance; War; ,6 December 1996 (USA),7.4,174451,510
Paths of Glory,1957,Approved,1h 28min,Drama; War; ,25 December 1957 (USA),8.4,170708,424
The Thin Red Line,1998,R,2h 50min,Drama; War; ,15 January 1999 (USA),7.6,168244,1498
Legends of the Fall,1994,R,2h 13min,Drama; Romance; War; ,13 January 1995 (USA),7.6,143280,399
Incendies,2010,R,2h 11min,Drama; Mystery; War; ,12 January 2011 (France),8.3,140182,244
Dear John,2010,PG-13,1h 48min,Drama; Romance; War; ,5 February 2010 (USA),6.3,135449,228
The Men Who Stare at Goats,2009,R,1h 34min,Comedy; War; ,6 November 2009 (USA),6.2,125141,295
The Book Thief,2013,PG-13,2h 11min,Drama; War; ,27 November 2013 (USA),7.6,124617,286
13 Hours,2016,R,2h 24min,Action; Drama; War; ,15 January 2016 (USA),7.3,113586,358
Ran,1985,R,2h 42min,Action; Drama; War; ,1 June 1985 (Japan),8.2,107488,279
The Mountain II,2016,Null,2h 15min,Action; Drama; War; ,4 November 2016 (Turkey),8.9,103674,146
Born on the Fourth of July,1989,R,2h 25min,Biography; Drama; War; ,5 January 1990 (USA),7.2,95537,204
Patton,1970,GP,2h 52min,Biography; Drama; War; ,2 April 1970 (USA),7.9,91924,287
U-571,2000,PG-13,1h 56min,Action; War; ,21 April 2000 (USA),6.6,75183,631
G.I. Jane,1997,R,2h 5min,Action; Drama; War; ,22 August 1997 (USA),5.9,71669,150
Black Book,2006,R,2h 25min,Drama; Thriller; War; ,18 May 2007 (USA),7.7,71193,248
Beasts of No Nation,2015,Not Rated,2h 17min,Drama; War; ,16 October 2015 (USA),7.7,70819,169
The Water Diviner,2014,R,1h 51min,Drama; History; War; ,17 April 2015 (India),7.0,69915,223
Doctor Zhivago,1965,PG-13,3h 17min,Drama; Romance; War; ,31 December 1965 (USA),8.0,67798,295
Judgment at Nuremberg,1961,Approved,2h 59min,Drama; War; ,18 December 1961 (Sweden),8.2,66650,212
MASH,1970,R,1h 56min,Comedy; Drama; War; ,18 March 1970 (USA),7.5,66087,254
The Dirty Dozen,1967,Not Rated,2h 30min,Action; Adventure; War; ,22 October 1967 (UK),7.7,65283,190
Windtalkers,2002,R,2h 14min,Action; Drama; War; ,14 June 2002 (USA),6.1,64349,461
Stripes,1981,R,1h 46min,Comedy; War; ,26 June 1981 (USA),6.9,63335,165
All Quiet on the Western Front,1930,Not Rated,2h 32min,Drama; War; ,24 August 1930 (USA),8.0,55980,239
The Best Years of Our Lives,1946,Approved,2h 50min,Drama; Romance; War; ,29 May 1947 (Mexico),8.0,55935,285
Duck Soup,1933,Not Rated,1h 9min,Comedy; War; ,17 November 1933 (USA),7.8,54450,280
Underground,1995,Not Rated,2h 47min,Comedy; Drama; War; ,20 June 1997 (USA),8.1,53854,145
"Salò, or the 120 Days of Sodom",1975,Not Rated,1h 57min,Drama; Horror; War; ,19 May 1976 (France),5.9,52316,428
Come and See,1985,Not Rated,2h 22min,Drama; War; ,17 October 1985 (Hungary),8.3,52118,501
Macbeth,2015,R,1h 53min,Drama; History; War; ,11 December 2015 (USA),6.6,51644,219
The Battle of Algiers,1966,Not Rated,2h 1min,Drama; War; ,20 September 1967 (USA),8.1,50367,286
Where Eagles Dare,1968,M/PG,2h 38min,Action; Adventure; War; ,12 March 1969 (USA),7.7,50313,270
A Bridge Too Far,1977,PG,2h 55min,Drama; History; War; ,15 June 1977 (USA),7.4,50196,248
Stalag 17,1953,Not Rated,2h,Comedy; Drama; War; ,10 August 1953 (Brazil),8.0,50069,161
Hart's War,2002,R,2h 5min,Drama; War; ,15 February 2002 (USA),6.3,50062,202
The Wind that Shakes the Barley,2006,Not Rated,2h 7min,Drama; War; ,23 March 2007 (USA),7.5,45234,235
Kelly's Heroes,1970,GP,2h 24min,Adventure; Comedy; War; ,23 June 1970 (USA),7.6,44031,209
No Man's Land,2001,R,1h 38min,Comedy; Drama; War; ,19 September 2001 (France),7.9,43762,181
Rules of Engagement,2000,R,2h 8min,Drama; Thriller; War; ,7 April 2000 (USA),6.4,43553,281
Son of Saul,2015,R,1h 47min,Drama; War; ,11 June 2015 (Hungary),7.5,43370,147
The Man Who Would Be King,1975,PG,2h 9min,Adventure; History; War; ,19 December 1975 (UK),7.8,42865,189
From Here to Eternity,1953,Passed,1h 58min,Drama; Romance; War; ,28 August 1953 (USA),7.6,42026,180
Uri: The Surgical Strike,2019,Not Rated,2h 18min,Action; Drama; War; ,11 January 2019 (USA),8.3,39997,947
Mudbound,2017,R,2h 14min,Drama; War; ,17 November 2017 (USA),7.4,39943,139
Casualties of War,1989,R,1h 53min,Crime; Drama; War; ,18 August 1989 (USA),7.1,39934,135
War Machine,2017,TV-MA,2h 2min,Comedy; Drama; War; ,26 May 2017 (USA),6.0,39926,191
Heartbreak Ridge,1986,R,2h 10min,Drama; War; ,5 December 1986 (USA),6.9,38473,137
Tigerland,2000,R,1h 41min,Drama; War; ,24 May 2001 (Germany),7.0,37364,157
Tae Guk Gi: The Brotherhood of War,2004,R,2h 20min,Action; Drama; War; ,24 September 2004 (USA),8.1,37166,241
Love and Death,1975,PG,1h 25min,Comedy; War; ,18 July 1975 (Canada),7.7,34959,118
Zulu,1964,Not Rated,2h 18min,Drama; History; War; ,17 June 1964 (USA),7.7,34911,263
The Last Legion,2007,PG-13,1h 41min,Action; Adventure; War; ,17 August 2007 (USA),5.4,33704,180
In the Land of Blood and Honey,2011,R,2h 7min,Drama; Romance; War; ,16 February 2012 (Netherlands),4.5,33167,153
La Grande Illusion,1937,Not Rated,1h 53min,Drama; War; ,12 September 1938 (USA),8.1,32997,136
Kagemusha,1980,PG,2h 42min,Drama; History; War; ,10 October 1980 (USA),8.0,30892,104
The Guernsey Literary and Potato Peel Pie Society,2018,TV-14,2h 4min,Drama; Romance; War; ,10 August 2018 (USA),7.4,30652,258
1941,1979,PG,1h 58min,Action; Comedy; War; ,14 December 1979 (USA),5.8,30625,252
Coriolanus,2011,R,2h 3min,Drama; Thriller; War; ,20 January 2012 (India),6.1,30543,131
Au Revoir les Enfants,1987,PG,1h 44min,Drama; War; ,12 February 1988 (USA),8.0,30195,105
Stalingrad,1993,Not Rated,2h 14min,Drama; War; ,21 January 1993 (Germany),7.5,29900,163
Duck You Sucker,1971,PG,2h 18min,Drama; War; Western; ,7 July 1972 (USA),7.6,28849,148
Victory,1981,PG,1h 56min,Drama; Sport; War; ,31 July 1981 (USA),6.7,26806,108
To Be or Not to Be,1942,Passed,1h 39min,Comedy; War; ,6 March 1942 (USA),8.2,26579,138
Lifeboat,1944,Not Rated,1h 37min,Drama; War; ,28 January 1944 (USA),7.6,25656,151
Gettysburg,1993,PG,4h 31min,Drama; History; War; ,8 October 1993 (USA),7.6,25505,287
Cross of Iron,1977,R,1h 59min,Drama; War; ,20 May 1977 (USA),7.5,24560,177
The Caine Mutiny,1954,Not Rated,2h 4min,Drama; War; ,24 June 1954 (USA),7.7,23779,180
The Ottoman Lieutenant,2017,R,1h 46min,Drama; War; ,10 March 2017 (USA),6.6,23718,121
Da 5 Bloods,2020,R,2h 34min,Adventure; Drama; War; ,12 June 2020 (USA),6.6,23105,586
Bloody Sunday,2002,R,1h 47min,Drama; History; War; ,19 April 2002 (Portugal),7.6,22908,131
Saboteur,1942,Passed,1h 49min,Thriller; War; ,24 April 1942 (USA),7.2,22497,157
The Birth of a Nation,1915,TV-PG,3h 15min,Drama; History; War; ,21 March 1915 (USA),6.3,21976,366
Little Boy,2015,PG-13,1h 46min,Drama; History; War; ,24 April 2015 (USA),7.4,21808,139
Last Flag Flying,2017,R,2h 5min,Comedy; Drama; War; ,3 November 2017 (USA),6.9,21540,128
Catch-22,1970,R,2h 2min,Comedy; Drama; War; ,24 June 1970 (USA),7.1,21424,145
The Great Raid,2005,R,2h 12min,Action; Drama; War; ,12 August 2005 (USA),6.7,20965,194
Saints and Soldiers,2003,PG-13,1h 30min,Action; Drama; War; ,25 March 2005 (USA),6.7,19730,163
Stop-Loss,2008,R,1h 52min,Drama; War; ,28 March 2008 (USA),6.4,19456,102
The Alamo,2004,PG-13,2h 17min,Drama; History; War; ,9 April 2004 (USA),6.0,19290,306
